rid,org_id,flag,flag_reason,resp_sec,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,org_size,org_industry,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,WE_VI_01,WE_VI_02,WE_VI_03,WE_VI_04,WE_DE_01,WE_DE_02,WE_DE_03,WE_DE_04,WE_AB_01,WE_AB_02,WE_AB_03,WE_AB_04,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,LS_LS_01,LS_LS_02,LS_LS_03,LS_LS_04,LS_LS_05,TI_TI_01,TI_TI_02,TI_TI_03,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04,EX_EX_01,EX_EX_02,EX_EX_03,EX_EX_04,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3,left_12m,time_months,event,SK_m,SJ_m,CH_m,IS_m,MI_m,OI_m,SC_TOT,EF_m,HO_m,RE_m,OP_m,PC_TOT,CE_m,NW_m,SP_m,MB_m,CM_TOT,VI_m,DE_m,AB_m,WE_TOT,PA_m,PA_TOT,LS_m,LS_TOT,TI_m,TI_TOT,JP_m,JP_TOT,EX_m,EX_TOT
R0093,ORG10,0,,706,2,26,3,1,3.2,3.8,0,1.0,3,1,1,1,327.0,195,4,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,0.0,5.0,1.0,3.75,3.0,3.5,2.5,3.5,2.0,3.0416666666666665,2.8,3.8,3.0,4.0,3.4,3.75,3.75,3.5,3.25,3.5625,1.75,2.5,3.25,2.5,2.875,2.875,2.8,2.8000000000000003,3.3333333333333335,3.3333333333333335,3.5,3.5,2.75,2.75
R0094,ORG10,0,,561,1,32,3,1,1.9,9.3,5,2.0,1,2,2,10,2400.0,195,4,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,7.2,1.0,4.0,2.75,3.25,3.5,4.25,3.0,3.4583333333333335,2.2,2.8,2.0,1.8,2.2,2.25,2.0,2.25,3.0,2.375,2.25,2.25,2.25,2.25,2.375,2.375,3.4,3.4,3.3333333333333335,3.3333333333333335,2.5,2.5,3.5,3.5
R0095,ORG10,0,,2313,1,30,3,1,6.1,8.5,2,0.0,1,1,1,2,290.0,195,4,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,15.0,1.0,3.25,3.0,3.0,2.0,4.25,2.5,3.0,2.8,2.2,2.8,3.4,2.8,4.0,3.75,3.5,4.0,3.8125,3.0,3.25,3.25,3.1666666666666665,3.125,3.125,3.2,3.1999999999999997,4.666666666666667,4.666666666666667,1.25,1.25,3.25,3.25
R0096,ORG10,0,,828,1,32,3,1,5.8,10.2,1,2.0,1,2,1,4,,195,4,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,9.2,1.0,2.75,2.75,2.75,3.25,2.25,2.5,2.7083333333333335,2.4,3.0,3.4,4.6,3.35,2.0,1.25,3.0,3.75,2.5,2.75,3.0,2.25,2.6666666666666665,3.25,3.25,2.2,2.1999999999999997,3.0,3.0,3.0,3.0,3.75,3.75
R0097,ORG10,0,,887,2,24,3,1,4.1,4.8,2,1.0,4,1,1,1,213.0,195,4,3.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,4.2,1.0,3.5,4.25,3.5,2.5,3.0,2.75,3.25,2.6,3.4,2.4,3.2,2.9,3.0,3.75,3.75,3.0,3.375,2.25,2.0,3.25,2.5,3.857142857142857,3.857142857142857,3.4,3.4,2.6666666666666665,2.6666666666666665,2.25,2.25,3.0,3.0
R0098,ORG10,0,,775,1,34,3,2,11.0,19.2,0,4.0,1,1,1,5,211.0,195,4,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,4.0,4.0,3.0,3.0,3.0,,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,0.0,13.4,1.0,3.0,2.25,2.5,3.0,2.0,2.75,2.5833333333333335,2.0,2.5,3.25,3.0,2.6666666666666665,3.75,2.0,3.75,3.0,3.125,2.0,1.5,1.75,1.75,2.25,2.25,2.4,2.4,2.3333333333333335,2.3333333333333335,2.0,2.0,2.5,2.5
R0100,ORG11,0,,446,2,31,3,1,5.2,7.4,0,1.0,3,1,1,4,353.0,2213,4,5.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,11.1,1.0,4.25,3.75,4.0,4.5,4.75,3.5,4.125,4.0,3.5,3.2,3.8,3.6315789473684212,3.5,3.25,4.0,3.0,3.4375,3.5,4.25,3.5,3.75,3.625,3.625,4.2,4.2,1.3333333333333333,1.3333333333333333,2.75,2.75,2.75,2.75
R0101,ORG11,0,,1890,1,39,2,2,2.0,4.9,1,3.0,3,3,1,9,,2213,4,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,22.9,0.0,3.5,3.0,2.5,2.0,3.0,2.75,2.7916666666666665,1.8,2.4,1.6,2.4,2.05,2.25,2.25,1.75,2.5,2.1875,3.25,4.0,2.5,3.25,2.875,2.875,3.0,3.0,4.0,4.0,2.75,2.75,3.75,3.75
R0102,ORG11,0,,958,1,23,3,2,2.0,3.4,1,1.0,1,1,1,10,194.0,2213,4,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.3,1.0,2.25,2.5,1.75,2.25,2.25,1.5,2.0833333333333335,2.4,2.6,2.8,2.0,2.45,2.25,1.5,2.5,1.25,1.875,3.5,3.0,2.25,2.9166666666666665,2.0,2.0,2.6,2.6,4.333333333333333,4.333333333333333,1.75,1.75,2.75,2.75
R0103,ORG11,0,,695,2,36,2,1,1.3,9.3,1,2.0,1,1,1,10,383.0,2213,4,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,0.0,28.6,0.0,3.5,2.0,2.25,2.5,3.5,2.25,2.6666666666666665,2.6,2.6,3.2,2.8,2.8,3.25,3.5,1.25,2.75,2.6875,2.75,2.5,2.5,2.5833333333333335,2.5,2.5,3.4,3.4,2.3333333333333335,2.3333333333333335,3.25,3.25,2.75,2.75
R0104,ORG11,0,,566,1,21,4,2,0.4,0.8,4,3.0,3,3,1,5,190.0,2213,4,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,0.0,3.6,1.0,4.0,2.75,3.75,2.75,2.75,4.0,3.3333333333333335,4.2,4.4,4.6,3.25,4.157894736842105,3.25,4.25,2.5,3.5,3.375,3.0,3.5,2.75,3.0833333333333335,3.875,3.875,2.8,2.8000000000000003,3.3333333333333335,3.3333333333333335,3.75,3.75,3.25,3.25
R0105,ORG11,0,,1834,2,27,5,1,2.1,10.3,1,0.0,3,3,1,7,135.0,2213,4,5.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,,,,,,,,,,1.0,1.2,1.0,4.25,3.25,3.0,2.5,2.75,3.5,3.2083333333333335,2.2,2.8,3.0,3.0,2.75,2.25,2.5,4.0,3.75,3.125,2.75,3.25,3.25,3.0833333333333335,3.875,3.875,3.2,3.1999999999999997,4.666666666666667,4.666666666666667,3.0,3.0,2.75,2.75
R0106,ORG11,0,,1802,2,36,1,1,0.2,3.0,1,0.0,1,2,1,7,247.0,2213,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.7,1.0,3.0,3.0,3.0,3.0,3.0,2.75,2.9583333333333335,2.8,2.8,3.0,2.8,2.85,3.0,3.0,3.0,2.5,2.875,2.75,3.0,3.0,2.9166666666666665,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25
R0107,ORG11,0,,1434,2,24,3,1,6.4,9.7,1,2.0,1,1,1,2,196.0,2213,4,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,14.4,1.0,3.5,2.25,2.75,2.5,3.0,3.25,2.875,2.8,2.8,2.6,3.0,2.8,4.5,3.75,4.25,4.25,4.1875,4.0,2.5,3.5,3.3333333333333335,3.125,3.125,3.8,3.8000000000000003,1.6666666666666667,1.6666666666666667,2.75,2.75,2.75,2.75
R0108,ORG11,0,,1443,1,34,1,2,3.5,4.3,2,1.0,1,1,1,4,421.0,2213,4,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,0.0,19.4,1.0,3.0,2.0,3.0,2.0,3.5,1.75,2.5416666666666665,2.8,3.0,2.2,2.6,2.65,4.25,4.25,2.25,2.25,3.25,3.0,3.0,4.0,3.3333333333333335,2.5,2.5,2.6,2.6,3.3333333333333335,3.3333333333333335,3.0,3.0,3.75,3.75
R0109,ORG11,0,,508,2,26,3,1,0.3,2.6,0,2.0,1,1,1,9,316.0,2213,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,31.1,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.0,3.0,3.0526315789473686,3.0,3.0,3.0,2.75,2.9375,3.25,3.5,3.0,3.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0110,ORG11,0,,1410,1,31,2,2,3.5,8.5,1,2.0,3,3,1,9,135.0,2213,4,5.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,1.0,16.9,0.0,3.5,3.25,2.5,2.5,2.75,3.0,2.9166666666666665,3.6,4.0,4.4,3.0,3.75,3.0,4.5,3.75,4.5,3.9375,3.0,2.6666666666666665,3.25,3.0,4.375,4.375,3.0,3.0,3.3333333333333335,3.3333333333333335,4.25,4.25,2.75,2.75
R0111,ORG11,0,,1386,2,24,3,2,4.1,4.9,0,2.0,1,1,1,4,427.0,2213,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,0.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
